zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
33016,STANDARD,0,Hialeah,Hialeah Gardens-Hialeah Gdns-Miami Lakes,Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.9,-80.33,42980
33018,STANDARD,0,Hialeah,Hialeah Gardens-Hialeah Gdns-Miami Lakes,Miami,FL,Miami-Dade County,America/New_York,786,NA,US,25.92,-80.38,45900
33019,STANDARD,0,Hollywood,,Pembroke Pines,FL,Broward County,America/New_York,754-954,NA,US,26.03,-80.12,12650
33020,STANDARD,0,Hollywood,,Pembroke Pines,FL,Broward County,America/New_York,754-954,NA,US,26.02,-80.16,36120
33021,STANDARD,0,Hollywood,Pembroke Park,,FL,Broward County,America/New_York,954-754,NA,US,26.02,-80.19,41380
33023,STANDARD,0,Hollywood,Miramar-Pembroke Park-Pembroke Pines-Pembroke Pnes-W Hollywood-West Hollywood-West Park,,FL,Broward County,America/New_York,954,NA,US,25.99,-80.22,62570
33024,STANDARD,0,Hollywood,Pembroke Pines-Pembroke Pnes,Cooper City-Davie-University,FL,Broward County,America/New_York,954,NA,US,26.03,-80.24,67470
33025,STANDARD,0,Hollywood,Miramar-Pembroke Pines-Pembroke Pnes,,FL,Broward County,America/New_York,954,NA,US,25.99,-80.28,61170
33026,STANDARD,0,Hollywood,Pembroke Pines-Pembroke Pnes,Cooper City-Pembroke Lakes,FL,Broward County,America/New_York,954,NA,US,26.03,-80.3,28000
33027,STANDARD,0,Hollywood,Miramar-Pembroke Pines-Pembroke Pnes,,FL,Broward County,America/New_York,954,NA,US,25.99,-80.34,56340
33028,STANDARD,0,Pembroke Pines,Hollywood-Pembroke Pnes,Miramar,FL,Broward County,America/New_York,754,NA,US,26.02,-80.34,26450
33029,STANDARD,0,Hollywood,Miramar-Pembroke Pines-Pembroke Pnes,Chapel Lakes,FL,Broward County,America/New_York,754,NA,US,25.97,-80.42,44940
33030,STANDARD,0,Homestead,,Everglades National Park-Leisure City-Modello,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.49,-80.51,29450
33031,STANDARD,0,Homestead,Redland,,FL,Miami-Dade County,America/New_York,786,NA,US,25.52,-80.5,5700
33032,STANDARD,0,Homestead,Naranja-Princeton-Redland,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.53,-80.39,40350
33033,STANDARD,0,Homestead,,Leisure City-Naranja,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.48,-80.41,52080
33034,STANDARD,0,Homestead,Flamingo Ldge-Flamingo Lodge-Florida City,,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.27,-80.63,17910
33035,STANDARD,0,Homestead,,Florida City,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.46,-80.45,13710
33036,STANDARD,0,Islamorada,,Lower Matecumbe Key-Matecumbe Key-Plantation Key-Upper Matecumbe Key-Venetian Shores-Windley Key,FL,Monroe County,America/New_York,305,NA,US,24.92,-80.63,3280
33037,STANDARD,0,Key Largo,,Cross Key-Ocean Reef Club-Upper Key Largo,FL,Monroe County,America/New_York,305,NA,US,25.08,-80.44,12290
33040,STANDARD,0,Key West,E Rockland Key-E Rockland Ky-East Rockland Key-Key West Nas-Key West Naval Air Station-Stock Island,Fort Jefferson National Mon-Munson Island-Naval Air Station Unit 2-Raccoon Key,FL,Monroe County,America/New_York,305,NA,US,24.55,-81.78,29590
33042,STANDARD,0,Summerland Key,Big Torch Key-Cudjoe Key-Little Torch Key-Lower Sugarloaf Key-Ltl Torch Key-Lwr Sugarloaf-Mid Torch Key-Middle Torch Key-Ramrod Key-Sugarlf Shrs-Sugarloaf-Sugarloaf Key-Sugarloaf Shrs-Summrlnd Key-Upper Sugarloaf Key-Upr Sugarloaf,,FL,Monroe County,America/New_York,305,NA,US,24.66,-81.45,5690
33043,STANDARD,0,Big Pine Key,Summerland Key-Summrlnd Key,No Name Key,FL,Monroe County,America/New_York,305,NA,US,24.67,-81.35,4170
33050,STANDARD,0,Marathon,Conch Key-Duck Key-Grassy Key-Marathon Shores-Marathon Shrs,,FL,Monroe County,America/New_York,305,NA,US,24.71,-81.08,9000
33054,STANDARD,0,Opa Locka,Miami Gardens,Miami,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.91,-80.27,25950
33055,STANDARD,0,Opa Locka,Carol City-Miami Gardens,Miami,FL,Miami-Dade County,America/New_York,305,NA,US,25.95,-80.28,41120
33056,STANDARD,0,Miami Gardens,Carol City-Opa Locka,,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.93,-80.26,33090
33060,STANDARD,0,Pompano Beach,,,FL,Broward County,America/New_York,561-754-954,NA,US,26.23,-80.13,30500
33062,STANDARD,0,Pompano Beach,Hillsboro Bch-Hillsboro Beach,Laud By The Sea-Lauderdale By The Sea,FL,Broward County,America/New_York,754-954-561,NA,US,26.24,-80.09,19790
33063,STANDARD,0,Pompano Beach,Coconut Creek-Margate,,FL,Broward County,America/New_York,754-954,NA,US,26.25,-80.21,47110
33064,STANDARD,0,Pompano Beach,Lighthouse Point-Lighthouse Pt,Deerfield Beach-Lghthse Point,FL,Broward County,America/New_York,754-561-954,NA,US,26.28,-80.12,48540
33065,STANDARD,0,Pompano Beach,Coral Springs-Margate,,FL,Broward County,America/New_York,754-954,NA,US,26.27,-80.26,50540
33066,STANDARD,0,Pompano Beach,Coconut Creek,,FL,Broward County,America/New_York,954,NA,US,26.25,-80.17,13940
33067,STANDARD,0,Pompano Beach,Coral Springs-Parkland,,FL,Broward County,America/New_York,754,NA,US,26.31,-80.23,26160
33068,STANDARD,0,Pompano Beach,Margate-N Lauderdale-North Lauderdale,,FL,Broward County,America/New_York,954,NA,US,26.22,-80.22,48880
33069,STANDARD,0,Pompano Beach,,Deerfield Beach,FL,Broward County,America/New_York,754-954,NA,US,26.24,-80.16,21090
33070,STANDARD,0,Tavernier,,Islamorada-Plantation Key,FL,Monroe County,America/New_York,305,NA,US,25.01,-80.51,5200
33071,STANDARD,0,Pompano Beach,Coral Springs,,FL,Broward County,America/New_York,754-954,NA,US,26.24,-80.27,37570
33073,STANDARD,0,Pompano Beach,Coconut Creek-Coral Springs-Margate-Parkland,Deerfield Beach,FL,Broward County,America/New_York,754,NA,US,26.3,-80.18,28970
33076,STANDARD,0,Pompano Beach,Coral Springs-Parkland,Margate,FL,Broward County,America/New_York,754,NA,US,26.32,-80.28,34580
33109,STANDARD,0,Miami Beach,Miami,Fisher Island,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.76,-80.14,410
33122,STANDARD,0,Miami,Doral,Air Mail Facility,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.79,-80.3,1146
33125,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.78,-80.24,43170
33126,STANDARD,0,Miami,Doral,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.78,-80.3,42520
33127,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305,NA,US,25.81,-80.21,24030
33128,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.78,-80.2,5110
33129,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.75,-80.19,11920
33130,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.77,-80.2,21170
33131,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.77,-80.18,15540
33132,STANDARD,0,Miami,,Seybold,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.78,-80.18,7770
33133,STANDARD,0,Miami,Coconut Grove-Coral Gables,,FL,Miami-Dade County,America/New_York,305,NA,US,25.73,-80.24,28030
33134,STANDARD,0,Miami,Coral Gables,Coconut Grove,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.75,-80.27,35570
33135,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.77,-80.24,27790
33136,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.79,-80.2,10850
33137,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,305,NA,US,25.82,-80.17,16490
33138,STANDARD,0,Miami,El Portal-Miami Shores,,FL,Miami-Dade County,America/New_York,305,NA,US,25.85,-80.18,23880
33139,STANDARD,0,Miami Beach,Miami,Fisher Island-Venetian Islands,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.78,-80.15,27090
33140,STANDARD,0,Miami Beach,Miami,Sunset Island,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.82,-80.13,17380
33141,STANDARD,0,Miami Beach,Miami-North Bay Village-North Bay Vlg,Normandy-Normandy Isle,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.85,-80.14,29460
33142,STANDARD,0,Miami,,,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.81,-80.24,44790
33143,STANDARD,0,Miami,Coral Gables-South Miami,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.7,-80.3,26430
33144,STANDARD,0,Miami,West Miami,Coral Gables-Sweetwater,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.76,-80.31,23450
33145,STANDARD,0,Miami,Coral Gables,Coral,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.75,-80.23,25590
33146,STANDARD,0,Miami,Coconut Grove-Coral Gables-South Miami-Univ Of Miami-University Of Miami,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.72,-80.27,10010
33147,STANDARD,0,Miami,,Dr Martin Luther King Jr,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.85,-80.24,43340
33149,STANDARD,0,Key Biscayne,Miami,,FL,Miami-Dade County,America/New_York,305,NA,US,25.68,-80.16,11240
33150,STANDARD,0,Miami,El Portal-Miami Shores,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.85,-80.21,24530
33154,STANDARD,0,Miami Beach,Bal Harbour-Bay Harbor Is-Bay Harbor Islands-Ind Crk Vlg-Indian Creek Village-Miami-Surfside,Indian Creek,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.88,-80.13,12150
33155,STANDARD,0,Miami,,South Miami-West Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.74,-80.31,41220
33156,STANDARD,0,Miami,Coral Gables-Kendall-Pinecrest,Gables By The Sea-Pinecrest Postal Store-Richmond Heights-South Miami-Village Of Pinecrest,FL,Miami-Dade County,America/New_York,786,NA,US,25.67,-80.3,29430
33157,STANDARD,0,Miami,Cutler Bay-Cutler Ridge-Palmetto Bay-Perrine-Village Of Palmetto Bay,South Miami Heights,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.61,-80.34,60480
33158,STANDARD,0,Miami,Coral Gables-Palmetto Bay-Village Of Palmetto Bay,C Gables-Coral Gbls-Gables-Kendall-Richmond Heights,FL,Miami-Dade County,America/New_York,786,NA,US,25.64,-80.31,6430
33160,STANDARD,0,North Miami Beach,Aventura-Golden Beach-Miami-N Miami Beach-Sunny Isl Bch-Sunny Isles Beach,Sunny Isles,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.93,-80.14,32380
33161,STANDARD,0,Miami,Biscayne Park-Miami Shores-North Miami,Barry University-Nmb-North Miami Beach,FL,Miami-Dade County,America/New_York,305-786-954,NA,US,25.89,-80.18,46800
33162,STANDARD,0,Miami,N Miami Beach-North Miami Beach-Uleta,Mia Shores-Mia Shrs-Miami Shores-North Miami,FL,Miami-Dade County,America/New_York,305-786-954,NA,US,25.93,-80.18,40970
33165,STANDARD,0,Miami,Olympia Heights-Olympia Hgts,Westchester,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.73,-80.36,50710
33166,STANDARD,0,Miami,Doral-Medley-Miami Springs-Virginia Gardens-Virginia Gdns,Milam Dairy,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.82,-80.3,22220
33167,STANDARD,0,Miami,Miami Shores-North Miami,,FL,Miami-Dade County,America/New_York,786-305,NA,US,25.88,-80.24,17790
33168,STANDARD,0,Miami,Miami Shores-North Miami,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.89,-80.21,25400
33169,STANDARD,0,Miami,Miami Gardens-N Miami Beach-North Miami Beach,North Miami,FL,Miami-Dade County,America/New_York,305-954-786,NA,US,25.94,-80.21,38020
33170,STANDARD,0,Miami,Goulds-Quail Heights,Country Lakes-Cutler Ridge-Perrine,FL,Miami-Dade County,America/New_York,786,NA,US,25.56,-80.46,12430
33172,STANDARD,0,Miami,Doral,Doral Branch-Sweetwater-West Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.79,-80.36,37900
33173,STANDARD,0,Miami,,Kendall-South Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.7,-80.36,29710
33174,STANDARD,0,Miami,,Olympia Heights-Sweetwater-West Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.76,-80.36,26640
33175,STANDARD,0,Miami,Olympia Heights-Olympia Hgts,,FL,Miami-Dade County,America/New_York,786,NA,US,25.73,-80.41,50630
33176,STANDARD,0,Miami,Palmetto Bay,Kendall-Richmond Heights-Snapper Creek-South Miami,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.66,-80.36,46890
33177,STANDARD,0,Miami,Quail Heights,Country Lakes-Perrine,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.6,-80.4,51550
33178,STANDARD,0,Miami,Doral-Medley,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.85,-80.41,41830
33179,STANDARD,0,Miami,Miami Gardens-N Miami Beach-North Miami Beach,,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.96,-80.18,37240
33180,STANDARD,0,Miami,Aventura,Nmb-North Miami Beach-Ojus,FL,Miami-Dade County,America/New_York,305-954,NA,US,25.96,-80.14,25840
33181,STANDARD,0,Miami,N Miami Beach-North Miami-North Miami Beach,Biscayne Park-Nmb,FL,Miami-Dade County,America/New_York,305-786-954,NA,US,25.9,-80.15,15500
33182,STANDARD,0,Miami,Doral,Sweetwater-West Miami,FL,Miami-Dade County,America/New_York,786,NA,US,25.78,-80.41,13380
33183,STANDARD,0,Miami,Kendall,Morales Discount Pharmacy-South Miami-Town & Country Postal Store,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.7,-80.4,34040
33184,STANDARD,0,Miami,,Olympia Heights-Sweetwater,FL,Miami-Dade County,America/New_York,786,NA,US,25.76,-80.41,19510
33185,STANDARD,0,Miami,Olympia Heights-Olympia Hgts,,FL,Miami-Dade County,America/New_York,786,NA,US,25.73,-80.45,26580
33186,STANDARD,0,Miami,,Crossings-Kendall,FL,Miami-Dade County,America/New_York,786,NA,US,25.65,-80.41,63130
33187,STANDARD,0,Miami,Quail Heights,Country Lakes-Perrine,FL,Miami-Dade County,America/New_York,786,NA,US,25.6,-80.51,17200
33189,STANDARD,0,Miami,Cutler Bay-Quail Heights,Cutler Ridge-Perrine,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.57,-80.34,22740
33190,STANDARD,0,Miami,Cutler Bay-Quail Heights,Cutler Ridge-Perrine,FL,Miami-Dade County,America/New_York,305-786,NA,US,25.56,-80.35,13080
33191,STANDARD,0,Miami,Doral,,FL,,America/New_York,,NA,US,25.77,-80.2,0
33192,STANDARD,0,Miami,Doral,,FL,,America/New_York,,NA,US,25.77,-80.2,550
33193,STANDARD,0,Miami,,Kendall,FL,Miami-Dade County,America/New_York,305,NA,US,25.7,-80.47,44430
33194,STANDARD,0,Miami,,Father Felix Varela-Sweetwater-West Miami,FL,Miami-Dade County,America/New_York,786,NA,US,25.71,-80.58,5430
33196,STANDARD,0,Miami,,Kendall-West Dade,FL,Miami-Dade County,America/New_York,786,NA,US,25.65,-80.49,45390
33198,STANDARD,0,Miami,Doral-Medley,,FL,,America/New_York,,NA,US,25.77,-80.2,0
33301,STANDARD,0,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,305-754-786-954,NA,US,26.12,-80.13,13550
33304,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Oakland Park,Sunrise,FL,Broward County,America/New_York,305-786-954,NA,US,26.14,-80.13,15050
33305,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Lazy Lake-Oakland Park-Wilton Manors,,FL,Broward County,America/New_York,954,NA,US,26.15,-80.12,9310
33306,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Oakland Park-Wilton Manors,,FL,Broward County,America/New_York,954,NA,US,26.17,-80.11,3050
33308,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Laud By Sea-Lauderdale By The Sea-Oakland Park-Sea Ranch Lakes-Sea Ranch Lks,,FL,Broward County,America/New_York,954,NA,US,26.19,-80.1,23960
33309,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Laud Lakes-Lauderdale Lakes-Oakland Park-Tamarac,North Lauderdale,FL,Broward County,America/New_York,954,NA,US,26.19,-80.17,34410
33311,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Laud Lakes-Lauderdale Lakes-Lauderhill-Oakland Park-Plantation-Wilton Manors,,FL,Broward County,America/New_York,954,NA,US,26.14,-80.17,60160
33312,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale,Dania-Dania Beach-Hollywood-Lauderdale Isles-Melrose Vista-Plantation,FL,Broward County,America/New_York,954,NA,US,26.09,-80.18,45060
33313,STANDARD,0,Fort Lauderdale,City Of Sunrise-Ft Lauderdale-Laud Lakes-Lauderdale Lakes-Lauderhill-Plantation-Sunrise,Ldhl,FL,Broward County,America/New_York,954,NA,US,26.15,-80.23,52530
33314,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale,Dania Beach-Hollywood,FL,Broward County,America/New_York,954,NA,US,26.07,-80.22,20810
33315,STANDARD,0,Fort Lauderdale,Ft Lauderdale,,FL,Broward County,America/New_York,954,NA,US,26.09,-80.15,10830
33316,STANDARD,0,Fort Lauderdale,Ft Lauderdale,Hollywood-Port Everglades,FL,Broward County,America/New_York,754-954,NA,US,26.1,-80.12,9910
33317,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Plantation,,FL,Broward County,America/New_York,954,NA,US,26.11,-80.23,34070
33319,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Laud Lakes-Lauderdale Lakes-Lauderhill-Sunrise-Tamarac,Inverrary-Lauder Hill-Ldhl-North Lauderdale,FL,Broward County,America/New_York,954,NA,US,26.18,-80.23,41680
33321,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Tamarac,Lauder Hill-Lauderhill-Ldhl-Sunrise,FL,Broward County,America/New_York,954,NA,US,26.21,-80.27,42610
33322,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Plantation-Sunrise,,FL,Broward County,America/New_York,954,NA,US,26.15,-80.27,34430
33323,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Plantation-Sunrise,Tamarac,FL,Broward County,America/New_York,954,NA,US,26.15,-80.32,20240
33324,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Plantation,,FL,Broward County,America/New_York,954,NA,US,26.11,-80.27,40240
33325,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Plantation-Sunrise,Westside,FL,Broward County,America/New_York,954,NA,US,26.11,-80.32,27480
33326,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Sunrise-Weston,Bonaventure-P E Chevron Cs-Plantation,FL,Broward County,America/New_York,954,NA,US,26.11,-80.39,31730
33327,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Weston,Plantation,FL,Broward County,America/New_York,954,NA,US,26.11,-80.42,21220
33328,STANDARD,0,Fort Lauderdale,Cooper City-Davie-Ft Lauderdale,,FL,Broward County,America/New_York,954,NA,US,26.07,-80.28,25480
33330,STANDARD,0,Fort Lauderdale,Cooper City-Davie-Ft Lauderdale-Laud Lakes-Southwest Ranches-Sw Ranches,Pembroke Pines-Westside,FL,Broward County,America/New_York,954,NA,US,26.06,-80.32,14220
33331,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Southwest Ranches-Sw Ranches-Weston,Everglades Br-Pembroke Pines,FL,Broward County,America/New_York,754,NA,US,26.06,-80.37,22390
33332,STANDARD,0,Fort Lauderdale,Davie-Ft Lauderdale-Southwest Ranches-Sw Ranches-Weston,Everglades Br-Hollywood-Pembroke Pines,FL,Broward County,America/New_York,954,NA,US,26.01,-80.46,10340
33334,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Oakland Park-Wilton Manors,,FL,Broward County,America/New_York,954,NA,US,26.18,-80.13,25430
33351,STANDARD,0,Fort Lauderdale,Ft Lauderdale-Lauderhill-Sunrise-Tamarac,,FL,Broward County,America/New_York,954,NA,US,26.18,-80.27,33360
33388,STANDARD,0,Plantation,Fort Lauderdale-Ft Lauderdale,Broward Mall,FL,Broward County,America/New_York,954,NA,US,26.14,-80.13,0
33394,STANDARD,0,Fort Lauderdale,Ft Lauderdale,Financial Plaza-One Financial Plaza,FL,Broward County,America/New_York,305-754-786-954,NA,US,26.14,-80.13,28
33401,STANDARD,0,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.72,-80.07,21510
33403,STANDARD,0,West Palm Beach,Lake Park-N Palm Beach-North Palm Beach-Palm Bch Gdns-Palm Beach Gardens-Riviera Beach-W Plm Bch-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.8,-80.08,11950
33404,STANDARD,0,West Palm Beach,Palm Bch Shrs-Palm Beach Shores-Riviera Beach-Singer Island-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.78,-80.06,25080
33405,STANDARD,0,West Palm Beach,West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.67,-80.06,17530
33406,STANDARD,0,West Palm Beach,Cloud Lake-Glen Ridge-Lake Clarke-Lake Clarke Shores-Palm Springs-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.66,-80.09,23730
33407,STANDARD,0,West Palm Beach,Riviera Beach-West Palm Bch,Mangonia Park,FL,Palm Beach County,America/New_York,561,NA,US,26.76,-80.09,27680
33408,STANDARD,0,North Palm Beach,Juno Beach-N Palm Beach-Palm Bch Gdns-Palm Beach Gardens-West Palm Bch-West Palm Beach,,FL,Palm Beach County,America/New_York,561,NA,US,26.84,-80.05,15780
33409,STANDARD,0,West Palm Beach,Haverhill-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.72,-80.1,27680
33410,STANDARD,0,Palm Beach Gardens,N Palm Beach-North Palm Beach-Palm Bch Gdns-Riviera Beach-West Palm Bch-West Palm Beach,,FL,Palm Beach County,America/New_York,561,NA,US,26.85,-80.09,31360
33411,STANDARD,0,West Palm Beach,Royal Palm Beach-Royal Plm Bch-Wellington-West Palm Bch,Royal Plm Beach-Ryl Palm Bch,FL,Palm Beach County,America/New_York,561,NA,US,26.72,-80.19,64920
33412,STANDARD,0,West Palm Beach,Palm Bch Gdns-Palm Beach Gardens-Royal Palm Beach-Royal Plm Bch-West Palm Bch,Ryl Palm Bch,FL,Palm Beach County,America/New_York,561,NA,US,26.79,-80.21,14130
33413,STANDARD,0,West Palm Beach,Green Acres-Greenacres-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.66,-80.15,15420
33414,STANDARD,0,Wellington,Royal Palm Beach-Royal Plm Bch-Village Of Wellington-Vlg Wellingtn-West Palm Bch-West Palm Beach,Royal Plm Beach,FL,Palm Beach County,America/New_York,561,NA,US,26.65,-80.25,54240
33415,STANDARD,0,West Palm Beach,Green Acres-Greenacres-Haverhill-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.66,-80.13,42790
33417,STANDARD,0,West Palm Beach,Haverhill-West Palm Bch,,FL,Palm Beach County,America/New_York,561,NA,US,26.74,-80.12,24800
33418,STANDARD,0,Palm Beach Gardens,Palm Bch Gdns-Riviera Beach-West Palm Bch-West Palm Beach,,FL,Palm Beach County,America/New_York,561,NA,US,26.87,-80.17,35360
33426,STANDARD,0,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,NA,US,26.52,-80.08,19700
33428,STANDARD,0,Boca Raton,,,FL,Palm Beach County,America/New_York,561,NA,US,26.35,-80.21,36720
33430,STANDARD,0,Belle Glade,,,FL,Palm Beach County,America/New_York,561,NA,US,26.68,-80.67,18300
33431,STANDARD,0,Boca Raton,,,FL,Palm Beach County,America/New_York,561,NA,US,26.37,-80.1,14770
33432,STANDARD,0,Boca Raton,,,FL,Palm Beach County,America/New_York,561,NA,US,26.34,-80.08,17370
33433,STANDARD,0,Boca Raton,,,FL,Palm Beach County,America/New_York,561,NA,US,26.35,-80.16,38310
33434,STANDARD,0,Boca Raton,,,FL,Palm Beach County,America/New_York,561,NA,US,26.38,-80.17,16570
33435,STANDARD,0,Boynton Beach,Briny Breezes-Ocean Ridge,,FL,Palm Beach County,America/New_York,561,NA,US,26.53,-80.06,31080
33436,STANDARD,0,Boynton Beach,Golf-Village Of Golf-Vlg Of Golf,,FL,Palm Beach County,America/New_York,561,NA,US,26.52,-80.11,37330
33437,STANDARD,0,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,NA,US,26.51,-80.15,32700
33438,STANDARD,0,Canal Point,Bryant,,FL,Palm Beach County,America/New_York,,NA,US,26.93,-80.59,960
33440,STANDARD,0,Clewiston,,,FL,Hendry County,America/New_York,863,NA,US,26.75,-80.93,17100
33441,STANDARD,0,Deerfield Beach,Deerfield Bch,,FL,Broward County,America/New_York,561-754-954,NA,US,26.31,-80.1,22780
33442,STANDARD,0,Deerfield Beach,Deerfield Bch,,FL,Broward County,America/New_York,754-954-561,NA,US,26.31,-80.12,22980
33444,STANDARD,0,Delray Beach,,,FL,Palm Beach County,America/New_York,561,NA,US,26.45,-80.08,19520
33445,STANDARD,0,Delray Beach,,,FL,Palm Beach County,America/New_York,561,NA,US,26.46,-80.11,27020
33446,STANDARD,0,Delray Beach,W Delray Bch-West Delray Beach,,FL,Palm Beach County,America/New_York,561,NA,US,26.45,-80.19,20440
33449,STANDARD,0,Lake Worth,Wellington,Village Of Wellington,FL,Palm Beach County,America/New_York,561,NA,US,26.58,-80.22,9310
33455,STANDARD,0,Hobe Sound,,,FL,Martin County,America/New_York,772,NA,US,27.07,-80.13,16750
33458,STANDARD,0,Jupiter,,,FL,Palm Beach County,America/New_York,561,NA,US,26.92,-80.1,49760
33460,STANDARD,0,Lake Worth,Lantana,,FL,Palm Beach County,America/New_York,561,NA,US,26.61,-80.05,30140
33461,STANDARD,0,Lake Worth,Palm Springs,Village Of Palm Springs,FL,Palm Beach County,America/New_York,561,NA,US,26.62,-80.09,37320
33462,STANDARD,0,Lake Worth,Atlantis-Hypoluxo-Lantana-Manalapan,,FL,Palm Beach County,America/New_York,561,NA,US,26.58,-80.07,28040
33463,STANDARD,0,Lake Worth,Greenacres,Green Acres,FL,Palm Beach County,America/New_York,561,NA,US,26.59,-80.13,55580
33467,STANDARD,0,Lake Worth,Greenacres-Wellington,Green Acres,FL,Palm Beach County,America/New_York,561,NA,US,26.6,-80.18,46620
33469,STANDARD,0,Jupiter,Jupiter Inlet-Jupiter Inlet Colony-Tequesta,,FL,Palm Beach County,America/New_York,561,NA,US,26.99,-80.11,13460
33470,STANDARD,0,Loxahatchee,Lox-Loxahatchee Groves-Lxhtchee Grvs-Village Of Wellington-Vlg Wellingtn-Wellington,West Palm Beach,FL,Palm Beach County,America/New_York,561,NA,US,26.73,-80.32,25420
33471,STANDARD,0,Moore Haven,,,FL,Glades County,America/New_York,863,NA,US,26.83,-81.09,3810
33472,STANDARD,0,Boynton Beach,,,FL,Palm Beach County,America/New_York,561,NA,US,26.53,-80.19,16000
