OBJECTID_1,ZIP,NAME,STATE,COUNTYNAME,TotalPopulation,PercentGenZ,PercentMillenial,PercentGenX,PercentBoomer,PercentSilentGen,MedianHouseholdIncome,PercentHispanic,PercentMinority,PercentBelowPoverty,PercentPopGroupLiving,PlaceNames,Cases_1,LabelY,Shape__Area,Shape__Length,Shape_Length,Shape_Area,OBJECTID
1295,33199,MIAMI,,DADE,,,,,,,,,,,,,0,0,1206903.74101257,7249.58980064895,7249.58980321372,1206903.74020696,1294
1296,331MX,,,DADE,,,,,,,,,,,,,0,0,929644154.707977,155922.830487102,155922.830963557,929644154.724663,1295
1297,33256,MIAMI,,DADE,,,,,,,,,,,,,<5,-2,13582.6700744629,1821.50989596483,1821.50984437111,13582.6598676271,1296
1298,34141,OCHOPEE,,DADE,,,,,,,,,,,,,0,0,80675125.5526733,111557.455272815,111557.455313282,80675125.5939446,1297
1299,341MX,,,DADE,,,,,,,,,,,,,0,0,1190552338.77418,272862.338480552,272862.3384288,1190552338.63537,1298
1300,33001,LONG KEY,,MONROE,,,,,,,,,,,,,0,0,11275348.8099518,21146.7553163373,21146.7555012259,11275348.9573591,1299
1301,33036,ISLAMORADA,,MONROE,,,,,,,,,,,,,<5,-2,24597687.8581161,56044.5088886922,56044.5087729809,24597688.1734767,1300
1302,33037,KEY LARGO,,MONROE,,,,,,,,,,,,,14,14,130794367.414261,180065.412484497,180065.412552793,130794367.311086,1301
1303,33040,KEY WEST,,MONROE,,,,,,,,,,,,,30,30,48285500.7243462,87005.2977251698,87005.2976255484,48285500.9995083,1302
1304,33042,SUMMERLAND KEY,,MONROE,,,,,,,,,,,,,<5,-2,94111009.6933594,193856.448748249,193856.449034625,94111009.4313377,1303
1305,33043,BIG PINE KEY,,MONROE,,,,,,,,,,,,,0,0,40985174.9117432,74796.7988363281,74796.7986394152,40985174.6068355,1304
1306,33050,MARATHON,,MONROE,,,,,,,,,,,,,5 to 9,-1,31829378.9037666,68126.7983050613,68126.7981283182,31829378.6224693,1305
1307,33051,KEY COLONY BEACH,,MONROE,,,,,,,,,,,,,0,0,540756.31439209,4801.90024987376,4801.89998853841,540756.308782461,1306
1308,33070,TAVERNIER,,MONROE,,,,,,,,,,,,,5 to 9,-1,14994211.4889221,27591.8261431172,27591.8260605677,14994211.4464161,1307
1309,34138,CHOKOLOSKEE,,MONROE,,,,,,,,,,,,,0,0,364222.301651001,9144.13871804145,9144.13865631402,364222.271330861,1308
1310,34141,OCHOPEE,,MONROE,,,,,,,,,,,,,0,0,565003204.600708,186186.263451538,186186.26389685,565003204.930164,1309
1311,341MH,,,MONROE,,,,,,,,,,,,,0,0,35086020.9289093,115795.7526864,115795.752263994,35086020.9716714,1310
1312,341MX,,,MONROE,,,,,,,,,,,,,0,0,1493209746.80596,695759.882740782,695759.881907429,1493209746.59089,1311
1313,32514,PENSACOLA,,SANTA ROSA,,,,,,,,,,,,,0,0,142796.342891693,7421.98044784285,7421.98058872397,142796.398360899,1312
1314,32530,BAGDAD,,SANTA ROSA,,,,,,,,,,,,,0,0,197293.044181824,2286.11363704153,2286.11373536832,197293.056814359,1313
1315,32531,BAKER,,SANTA ROSA,,,,,,,,,,,,,0,0,80299554.2293167,84963.6835908379,84963.6838247891,80299554.3053148,1314
1316,32533,CANTONMENT,,SANTA ROSA,,,,,,,,,,,,,0,0,241449.912902832,12288.7663393857,12288.7662574647,241449.864116347,1315
1317,32535,CENTURY,,SANTA ROSA,,,,,,,,,,,,,0,0,177034.718505859,13960.3033998658,13960.3033393393,177034.731355655,1316
1318,32547,FORT WALTON BEACH,,SANTA ROSA,,,,,,,,,,,,,0,0,41069.7586212158,6055.87501233913,6055.87502332777,41069.6107646972,1317
1319,32561,GULF BREEZE,,SANTA ROSA,,,,,,,,,,,,,5 to 9,-1,9280528.89918518,24154.7228232111,24154.7228609006,9280529.0317873,1318
1320,32563,GULF BREEZE,,SANTA ROSA,,,,,,,,,,,,,10,10,36530524.2096024,48869.3598397978,48869.3598992724,36530524.1288999,1319
1321,32564,HOLT,,SANTA ROSA,,,,,,,,,,,,,0,0,109563918.003258,75913.2248190495,75913.2250823587,109563918.353536,1320
1322,32565,JAY,,SANTA ROSA,,,,,,,,,,,,,<5,-2,592838013.232151,180532.17986223,180532.181162131,592838013.741232,1321
1323,32566,NAVARRE,,SANTA ROSA,,,,,,,,,,,,,29,29,187148700.768532,86214.1624587414,86214.1634229974,187148701.000806,1322
1324,32568,MC DAVID,,SANTA ROSA,,,,,,,,,,,,,0,0,10377267.4056435,40655.7766937007,40655.7764126028,10377267.3843228,1323
1325,32569,MARY ESTHER,,SANTA ROSA,,,,,,,,,,,,,0,0,9809.12365722656,2446.357271602,2446.35719436521,9809.12416262631,1324
1326,32570,MILTON,,SANTA ROSA,,,,,,,,,,,,,16,16,791291563.129288,216775.353631156,216775.354419393,791291563.378099,1325
1327,32571,MILTON,,SANTA ROSA,,,,,,,,,,,,,16,16,278378557.214188,104909.728094184,104909.728407486,278378557.172795,1326
1328,32577,MOLINO,,SANTA ROSA,,,,,,,,,,,,,0,0,14869758.3731537,34208.9488309099,34208.9489891457,14869758.3606304,1327
1329,32583,MILTON,,SANTA ROSA,,,,,,,,,,,,,40,40,459341698.428757,188647.216622718,188647.216348718,459341698.01925,1328
1330,325MX,,,SANTA ROSA,,,,,,,,,,,,,0,0,5143507.63770294,11226.1777288507,11226.1779998238,5143507.81621389,1329
1331,32413,PANAMA CITY BEACH,,WALTON,,,,,,,,,,,,,0,0,41973.8504180908,4311.33242913447,4311.33254756588,41973.7595094485,1330
1332,32427,CARYVILLE,,WALTON,,,,,,,,,,,,,0,0,1963704.71165466,19143.0086098916,19143.008747888,1963704.70570367,1331
1333,32433,DEFUNIAK SPRINGS,,WALTON,,,,,,,,,,,,,<5,-2,650333460.923531,164687.036236517,164687.036371183,650333460.387517,1332
1334,32435,DEFUNIAK SPRINGS,,WALTON,,,,,,,,,,,,,<5,-2,521564206.478073,176977.132461143,176977.132192439,521564206.474319,1333
1335,32437,EBRO,,WALTON,,,,,,,,,,,,,0,0,1377149.8759613,50604.5388878679,50604.538586039,1377149.85555648,1334
1336,32439,FREEPORT,,WALTON,,,,,,,,,,,,,<5,-2,413289443.386452,170635.927778003,170635.92753086,413289443.366639,1335
1337,32455,PONCE DE LEON,,WALTON,,,,,,,,,,,,,0,0,442295664.774216,235071.746020601,235071.746379049,442295664.755046,1336
1338,32459,SANTA ROSA BEACH,,WALTON,,,,,,,,,,,,,10,10,138239884.048553,85995.6572322762,85995.6570305276,138239884.303336,1337
1339,32461,INLET BEACH,,WALTON,,,,,,,,,,,,,0,0,31107638.809845,27475.0740559061,27475.0743195389,31107638.830661,1338
1340,32462,VERNON,,WALTON,,,,,,,,,,,,,0,0,54888625.3148956,79874.0789677278,79874.0787007942,54888625.4650382,1339
1341,32464,WESTVILLE,,WALTON,,,,,,,,,,,,,0,0,85483465.9565735,54009.9458759686,54009.9458979729,85483465.6855262,1340
1342,324MX,,,WALTON,,,,,,,,,,,,,0,0,95762689.5895386,60571.5316034366,60571.5314916388,95762689.6647991,1341
1343,32539,CRESTVIEW,,WALTON,,,,,,,,,,,,,0,0,66372698.6765213,88348.98500622,88348.985213495,66372698.6014187,1342
1344,32541,DESTIN,,WALTON,,,,,,,,,,,,,0,0,87.4559097290039,48.4875474916505,48.4874991353202,87.4557256670142,1343
1345,32550,MIRAMAR BEACH,,WALTON,,,,,,,,,,,,,<5,-2,10659421.9443054,28100.1081869325,28100.1078835812,10659422.0892344,1344
1346,32567,LAUREL HILL,,WALTON,,,,,,,,,,,,,0,0,126683673.442039,56576.5167907775,56576.5166141898,126683673.356076,1345
1347,32578,NICEVILLE,,WALTON,,,,,,,,,,,,,0,0,42181442.1158295,48103.3860180519,48103.3861776488,42181441.9729536,1346
1348,325MX,,,WALTON,,,,,,,,,,,,,0,0,6226.37212371826,913.58005330705,913.58014270679,6226.3604022935,1347
1349,32321,BRISTOL,,JACKSON,,,,,,,,,,,,,0,0,469399.846054077,9479.48329375923,9479.48342013807,469399.831047567,1348
1350,32324,CHATTAHOOCHEE,,JACKSON,,,,,,,,,,,,,0,0,162154.734176636,7780.07053684297,7780.07031655066,162154.701656708,1349
1351,32420,ALFORD,,JACKSON,,,,,,,,,,,,,0,0,136781203.495163,66644.10567338,66644.1056647015,136781203.491031,1350
1352,32421,ALTHA,,JACKSON,,,,,,,,,,,,,0,0,1549895.47477722,41895.068293603,41895.0687746064,1549895.40650179,1351
1353,32423,BASCOM,,JACKSON,,,,,,,,,,,,,0,0,168917145.39386,65381.1562064238,65381.1558466301,168917145.344469,1352
1354,32424,BLOUNTSTOWN,,JACKSON,,,,,,,,,,,,,0,0,40.8489379882812,74.885597843918,74.8856703376718,40.849133717544,1353
1355,32425,BONIFAY,,JACKSON,,,,,,,,,,,,,0,0,29870.4942626953,3423.60245172129,3423.60240367868,29870.4908025677,1354
1356,32426,CAMPBELLTON,,JACKSON,,,,,,,,,,,,,0,0,127348072.680573,56710.8332262965,56710.8332592532,127348072.696153,1355
1357,32428,CHIPLEY,,JACKSON,,,,,,,,,,,,,0,0,6047145.78643799,36256.8335322797,36256.8333011348,6047145.79789434,1356
1358,32431,COTTONDALE,,JACKSON,,,,,,,,,,,,,<5,-2,237627815.073425,107050.17800613,107050.177765959,237627814.960114,1357
1359,32438,FOUNTAIN,,JACKSON,,,,,,,,,,,,,0,0,7385298.39071655,19518.7931446494,19518.7931792878,7385298.44017459,1358
1360,32440,GRACEVILLE,,JACKSON,,,,,,,,,,,,,0,0,183748156.848007,72606.8540446377,72606.8540162276,183748156.919131,1359
1361,32442,GRAND RIDGE,,JACKSON,,,,,,,,,,,,,0,0,223346306.078613,100815.250665961,100815.251025924,223346306.172916,1360
1362,32443,GREENWOOD,,JACKSON,,,,,,,,,,,,,0,0,155472600.096954,93054.6230914981,93054.6230350067,155472600.379618,1361
1363,32445,MALONE,,JACKSON,,,,,,,,,,,,,0,0,63896540.9725647,40683.265378059,40683.2649829205,63896540.7562705,1362
1364,32446,MARIANNA,,JACKSON,,,,,,,,,,,,,<5,-2,433989653.220413,182955.849913679,182955.849127057,433989653.188701,1363
1365,32448,MARIANNA,,JACKSON,,,,,,,,,,,,,<5,-2,487560267.008514,156444.304467121,156444.304244853,487560267.263116,1364
1366,32460,SNEADS,,JACKSON,,,,,,,,,,,,,0,0,217441308.397003,104657.804448978,104657.804458535,217441308.334476,1365
1367,32409,PANAMA CITY,,WASHINGTON,,,,,,,,,,,,,0,0,6844705.89094543,24278.7206377686,24278.7201890367,6844705.90508003,1366
1368,32420,ALFORD,,WASHINGTON,,,,,,,,,,,,,0,0,5302998.49110413,18909.7881964109,18909.7880903189,5302998.39984141,1367
1369,32425,BONIFAY,,WASHINGTON,,,,,,,,,,,,,0,0,98808284.7978821,95897.2934328465,95897.2936441138,98808284.4381874,1368
1370,32427,CARYVILLE,,WASHINGTON,,,,,,,,,,,,,0,0,128093816.865997,100120.693962196,100120.694091002,128093816.944029,1369
1371,32428,CHIPLEY,,WASHINGTON,,,,,,,,,,,,,<5,-2,794111587.339844,186913.932929351,186913.932144266,794111587.312932,1370
1372,32431,COTTONDALE,,WASHINGTON,,,,,,,,,,,,,0,0,51313983.0030365,38905.6315708563,38905.631472945,51313982.8712828,1371
1373,32437,EBRO,,WASHINGTON,,,,,,,,,,,,,0,0,93118835.5357056,83842.2102748833,83842.2107030769,93118835.6354285,1372
1374,32438,FOUNTAIN,,WASHINGTON,,,,,,,,,,,,,0,0,3334836.70359802,21094.1326941615,21094.132552896,3334836.69913027,1373
1375,32440,GRACEVILLE,,WASHINGTON,,,,,,,,,,,,,0,0,39862.5439147949,12716.84760545,12716.8475491167,39862.505434965,1374
1376,32455,PONCE DE LEON,,WASHINGTON,,,,,,,,,,,,,0,0,1999826.55686951,83151.8509639672,83151.8516940914,1999826.57176586,1375
1377,32462,VERNON,,WASHINGTON,,,,,,,,,,,,,<5,-2,366386082.291534,135597.614620107,135597.613739544,366386082.41198,1376
1378,32463,WAUSAU,,WASHINGTON,,,,,,,,,,,,,0,0,117955.029144287,1730.44876979182,1730.44879844432,117955.041788233,1377
1379,32464,WESTVILLE,,WASHINGTON,,,,,,,,,,,,,0,0,264072.470367432,11004.8920921069,11004.891876981,264072.397994163,1378
1380,32466,YOUNGSTOWN,,WASHINGTON,,,,,,,,,,,,,0,0,44661025.3943787,45180.5289600383,45180.5291861515,44661025.3609085,1379
1381,32009,BRYCEVILLE,,NASSAU,,,,,,,,,,,,,<5,-2,213425019.223511,93739.5226702696,93739.5222897349,213425019.204935,1380
1382,32011,CALLAHAN,,NASSAU,,,,,,,,,,,,,5 to 9,-1,441106775.871918,155365.399032154,155365.39934861,441106775.993962,1381
1383,32034,FERNANDINA BEACH,,NASSAU,,,,,,,,,,,,,20,20,124503208.047882,138202.487955186,138202.487854879,124503207.899514,1382
1384,32046,HILLIARD,,NASSAU,,,,,,,,,,,,,5 to 9,-1,519121571.517487,169119.176065983,169119.176184941,519121571.588233,1383
1385,32063,MACCLENNY,,NASSAU,,,,,,,,,,,,,0,0,2073535.39984131,15338.1926480381,15338.1927589797,2073535.46555467,1384
1386,32097,YULEE,,NASSAU,,,,,,,,,,,,,<5,-2,317713758.2612,176157.305910043,176157.305298625,317713758.074308,1385
1387,32218,JACKSONVILLE,,NASSAU,,,,,,,,,,,,,0,0,1682302.64651489,35725.5323354607,35725.5327838006,1682302.7970795,1386
1388,32219,JACKSONVILLE,,NASSAU,,,,,,,,,,,,,0,0,917475.493896484,15279.0840932086,15279.0839232685,917475.319410776,1387
1389,32220,JACKSONVILLE,,NASSAU,,,,,,,,,,,,,0,0,3473658.44061279,11107.464587044,11107.4644616326,3473658.38810674,1388
1390,32226,JACKSONVILLE,,NASSAU,,,,,,,,,,,,,0,0,208654.733917236,5513.24813683945,5513.24830554053,208654.752046101,1389
1391,32234,JACKSONVILLE,,NASSAU,,,,,,,,,,,,,0,0,16029596.2328491,35377.4827969163,35377.4827824584,16029596.0183646,1390
1392,33440,CLEWISTON,,GLADES,,,,,,,,,,,,,0,0,18357791.7461548,47427.321454922,47427.3214263617,18357791.9694814,1391
1393,33471,MOORE HAVEN,,GLADES,,,,,,,,,,,,,5 to 9,-1,978975117.564514,234124.191821426,234124.192110726,978975117.924235,1392
1394,334MH,,,GLADES,,,,,,,,,,,,,0,0,0.196502685546875,2.69435074348013,2.69424745207968,0.196489740389692,1393
1395,334MX,,,GLADES,,,,,,,,,,,,,0,0,95293095.3018188,51950.5025929896,51950.5024314139,95293094.4256033,1394
1396,33852,LAKE PLACID,,GLADES,,,,,,,,,,,,,0,0,6704.41821289062,3886.84796350903,3886.84801683485,6704.43921455069,1395
1397,33935,LABELLE,,GLADES,,,,,,,,,,,,,0,0,340904337.500031,108265.945770581,108265.945973482,340904337.46322,1396
1398,33944,PALMDALE,,GLADES,,,,,,,,,,,,,0,0,43604454.0186462,59445.7338795034,59445.7340687463,43604454.0975953,1397
1399,33960,VENUS,,GLADES,,,,,,,,,,,,,0,0,286066560.350998,136128.842749095,136128.842727534,286066560.196401,1398
1400,33982,PUNTA GORDA,,GLADES,,,,,,,,,,,,,0,0,280012.407241821,11428.3251479141,11428.324915926,280012.245431811,1399
